Country,year,dt,AverageTemperature,AverageTemperatureUncertainty,month,day,Entity,Year,cum_co2_em
Oceania,1992,1992-06-16 08:00:00,21.747583333333335,0.22508333333333333,6.5,1.0,Oceania,1992,9117529000.0
Oceania,1993,1993-06-16 12:00:00,21.95266666666667,0.17500000000000002,6.5,1.0,Oceania,1993,9440451000.0
Oceania,1994,1994-06-16 12:00:00,21.846,0.20808333333333331,6.5,1.0,Oceania,1994,9768500000.0
Oceania,1995,1995-06-16 12:00:00,21.80758333333333,0.15258333333333332,6.5,1.0,Oceania,1995,10108033000.0
Oceania,1996,1996-06-16 08:00:00,22.143416666666667,0.156,6.5,1.0,Oceania,1996,10456082000.0
Oceania,1997,1997-06-16 12:00:00,21.902916666666666,0.18866666666666665,6.5,1.0,Oceania,1997,10814594000.0
Oceania,1998,1998-06-16 12:00:00,22.501833333333334,0.1668333333333333,6.5,1.0,Oceania,1998,11186399000.0
Oceania,1999,1999-06-16 12:00:00,21.927083333333332,0.17041666666666666,6.5,1.0,Oceania,1999,11568969000.0
Oceania,2000,2000-06-16 08:00:00,21.591916666666666,0.17575,6.5,1.0,Oceania,2000,11959056000.0
Oceania,2001,2001-06-16 12:00:00,21.676666666666666,0.16166666666666665,6.5,1.0,Oceania,2001,12359459000.0
Oceania,2002,2002-06-16 12:00:00,22.2775,0.16874999999999998,6.5,1.0,Oceania,2002,12765460000.0
Oceania,2003,2003-06-16 12:00:00,22.25391666666667,0.22516666666666665,6.5,1.0,Oceania,2003,13181033000.0
Oceania,2004,2004-06-16 08:00:00,22.092,0.17325,6.5,1.0,Oceania,2004,13610348000.0
Oceania,2005,2005-06-16 12:00:00,22.680166666666665,0.15508333333333332,6.5,1.0,Oceania,2005,14044967000.0
Oceania,2006,2006-06-16 12:00:00,22.069416666666665,0.20983333333333332,6.5,1.0,Oceania,2006,14485814000.0
Oceania,2007,2007-06-16 12:00:00,22.293666666666667,0.15758333333333333,6.5,1.0,Oceania,2007,14934766000.0
Oceania,2008,2008-06-16 08:00:00,22.052750000000003,0.16716666666666669,6.5,1.0,Oceania,2008,15387930000.0
Oceania,2009,2009-06-16 12:00:00,22.45625,0.1849166666666667,6.5,1.0,Oceania,2009,15841323000.0
Oceania,2010,2010-06-16 12:00:00,21.956999999999997,0.18033333333333332,6.5,1.0,Oceania,2010,16293451000.0
Oceania,2011,2011-06-16 12:00:00,21.639499999999998,0.18799999999999997,6.5,1.0,Oceania,2011,16744316000.0
Oceania,2012,2012-06-16 08:00:00,21.85591666666667,0.24491666666666667,6.5,1.0,Oceania,2012,17198924000.0
Oceania,2013,2013-05-01 18:40:00,21.99075,0.247375,5.0,1.0,Oceania,2013,17646354000.0
South America,1950,1950-06-16 12:00:00,21.734916666666667,0.207,6.5,1.0,South America,1950,1638549400.0
South America,1951,1951-06-16 12:00:00,21.934749999999998,0.24958333333333335,6.5,1.0,South America,1951,1769825700.0
South America,1952,1952-06-16 08:00:00,22.00316666666667,0.16508333333333333,6.5,1.0,South America,1952,1911289100.0
South America,1953,1953-06-16 12:00:00,22.13325,0.1635,6.5,1.0,South America,1953,2051921000.0
South America,1954,1954-06-16 12:00:00,21.89625,0.19825,6.5,1.0,South America,1954,2202962400.0
South America,1955,1955-06-16 12:00:00,21.697750000000003,0.1855,6.5,1.0,South America,1955,2373028400.0
South America,1956,1956-06-16 08:00:00,21.46291666666667,0.23891666666666667,6.5,1.0,South America,1956,2557196000.0
South America,1957,1957-06-16 12:00:00,21.93841666666667,0.32925,6.5,1.0,South America,1957,2750099200.0
South America,1958,1958-06-16 12:00:00,22.303083333333333,0.2608333333333333,6.5,1.0,South America,1958,2928835800.0
South America,1959,1959-06-16 12:00:00,22.057916666666667,0.23275,6.5,1.0,South America,1959,3125810000.0
South America,1960,1960-06-16 08:00:00,21.921750000000003,0.2559166666666667,6.5,1.0,South America,1960,3324950500.0
South America,1961,1961-06-16 12:00:00,22.18275,0.20316666666666663,6.5,1.0,South America,1961,3526707000.0
South America,1962,1962-06-16 12:00:00,21.956833333333336,0.237,6.5,1.0,South America,1962,3742337000.0
South America,1963,1963-06-16 12:00:00,22.204250000000002,0.208,6.5,1.0,South America,1963,3961716200.0
South America,1964,1964-06-16 08:00:00,21.82058333333333,0.20066666666666666,6.5,1.0,South America,1964,4191863800.0
South America,1965,1965-06-16 12:00:00,22.09691666666667,0.25075,6.5,1.0,South America,1965,4431956500.0
South America,1966,1966-06-16 12:00:00,22.118,0.19266666666666665,6.5,1.0,South America,1966,4683946000.0
South America,1967,1967-06-16 12:00:00,22.0925,0.20316666666666663,6.5,1.0,South America,1967,4951274000.0
South America,1968,1968-06-16 08:00:00,21.91325,0.17716666666666667,6.5,1.0,South America,1968,5238878700.0
South America,1969,1969-06-16 12:00:00,22.406000000000002,0.1958333333333333,6.5,1.0,South America,1969,5550114300.0
South America,1970,1970-06-16 12:00:00,22.24416666666667,0.19774999999999998,6.5,1.0,South America,1970,5887940000.0
South America,1971,1971-06-16 12:00:00,21.688916666666668,0.18533333333333332,6.5,1.0,South America,1971,6234479600.0
South America,1972,1972-06-16 08:00:00,22.160083333333336,0.19008333333333335,6.5,1.0,South America,1972,6597036000.0
South America,1973,1973-06-16 12:00:00,22.13383333333333,0.19116666666666668,6.5,1.0,South America,1973,6989703700.0
South America,1974,1974-06-16 12:00:00,21.710250000000002,0.18441666666666667,6.5,1.0,South America,1974,7406233600.0
South America,1975,1975-06-16 12:00:00,21.831833333333336,0.19566666666666666,6.5,1.0,South America,1975,7817891300.0
South America,1976,1976-06-16 08:00:00,21.768583333333336,0.21591666666666667,6.5,1.0,South America,1976,8237220400.0
South America,1977,1977-06-16 12:00:00,22.294666666666668,0.18625,6.5,1.0,South America,1977,8672029000.0
South America,1978,1978-06-16 12:00:00,22.140249999999998,0.19541666666666668,6.5,1.0,South America,1978,9134139000.0
South America,1979,1979-06-16 12:00:00,22.106583333333333,0.17091666666666663,6.5,1.0,South America,1979,9628475000.0
South America,1980,1980-06-16 08:00:00,22.28025,0.15725,6.5,1.0,South America,1980,10136829000.0
South America,1981,1981-06-16 12:00:00,22.1365,0.18375,6.5,1.0,South America,1981,10626548000.0
South America,1982,1982-06-16 12:00:00,22.319666666666667,0.18025,6.5,1.0,South America,1982,11117417000.0
South America,1983,1983-06-16 12:00:00,22.46041666666667,0.18575,6.5,1.0,South America,1983,11603254000.0
South America,1984,1984-06-16 08:00:00,22.03525,0.17041666666666666,6.5,1.0,South America,1984,12094717000.0
South America,1985,1985-06-16 12:00:00,22.153833333333335,0.1978333333333333,6.5,1.0,South America,1985,12596520000.0
South America,1986,1986-06-16 12:00:00,22.258750000000003,0.17716666666666667,6.5,1.0,South America,1986,13126278000.0
South America,1987,1987-06-16 12:00:00,22.625,0.16741666666666666,6.5,1.0,South America,1987,13683530000.0
South America,1988,1988-06-16 08:00:00,22.21475,0.1445,6.5,1.0,South America,1988,14263680000.0
South America,1989,1989-06-16 12:00:00,22.10441666666667,0.17666666666666667,6.5,1.0,South America,1989,14843148000.0
South America,1990,1990-06-16 12:00:00,22.323083333333333,0.19599999999999998,6.5,1.0,South America,1990,15442349000.0
South America,1991,1991-06-16 12:00:00,22.381249999999998,0.1345833333333333,6.5,1.0,South America,1991,16049018000.0
South America,1992,1992-06-16 08:00:00,22.28975,0.212,6.5,1.0,South America,1992,16667675000.0
South America,1993,1993-06-16 12:00:00,22.380166666666668,0.18458333333333332,6.5,1.0,South America,1993,17321120000.0
South America,1994,1994-06-16 12:00:00,22.556083333333333,0.17425,6.5,1.0,South America,1994,17977426000.0
South America,1995,1995-06-16 12:00:00,22.5645,0.17358333333333334,6.5,1.0,South America,1995,18666838000.0
South America,1996,1996-06-16 08:00:00,22.321833333333334,0.14216666666666666,6.5,1.0,South America,1996,19386569000.0
South America,1997,1997-06-16 12:00:00,22.69541666666667,0.15558333333333332,6.5,1.0,South America,1997,20153356000.0
South America,1998,1998-06-16 12:00:00,22.857,0.14366666666666666,6.5,1.0,South America,1998,20979505000.0
South America,1999,1999-06-16 12:00:00,22.241500000000002,0.14049999999999999,6.5,1.0,South America,1999,21791859000.0
South America,2000,2000-06-16 08:00:00,22.164666666666665,0.15416666666666667,6.5,1.0,South America,2000,22603590000.0
South America,2001,2001-06-16 12:00:00,22.504333333333335,0.13333333333333333,6.5,1.0,South America,2001,23394877000.0
South America,2002,2002-06-16 12:00:00,22.683666666666667,0.15175,6.5,1.0,South America,2002,24214346000.0
South America,2003,2003-06-16 12:00:00,22.649833333333333,0.2070833333333333,6.5,1.0,South America,2003,25034394000.0
South America,2004,2004-06-16 08:00:00,22.574583333333333,0.16591666666666668,6.5,1.0,South America,2004,25890916000.0
South America,2005,2005-06-16 12:00:00,22.67141666666667,0.14091666666666666,6.5,1.0,South America,2005,26772013000.0
South America,2006,2006-06-16 12:00:00,22.61175,0.207,6.5,1.0,South America,2006,27681022000.0
South America,2007,2007-06-16 12:00:00,22.435,0.14758333333333332,6.5,1.0,South America,2007,28624814000.0
South America,2008,2008-06-16 08:00:00,22.452916666666667,0.14575,6.5,1.0,South America,2008,29612413000.0
South America,2009,2009-06-16 12:00:00,22.652583333333336,0.17191666666666663,6.5,1.0,South America,2009,30573593000.0
South America,2010,2010-06-16 12:00:00,22.677333333333337,0.16274999999999998,6.5,1.0,South America,2010,31645725000.0
South America,2011,2011-06-16 12:00:00,22.473000000000003,0.18325,6.5,1.0,South America,2011,32734642000.0
South America,2012,2012-06-16 08:00:00,22.722583333333333,0.21816666666666665,6.5,1.0,South America,2012,33878510000.0
South America,2013,2013-05-01 18:40:00,22.205375,0.224625,5.0,1.0,South America,2013,35086897000.0
